lon,lat,codigo,federacion,zona,tipo_impacto,fuente_impacto,antiguedad,lote,empresa,anio,detecto,descripcion,ubicacion,remediacion,responsable,estado_validacion
-76.018106,-2.772576,CNA201007,FECONACO,,Derrame nuevo de petróleo,,Antiguo,Lote 1AB/192,PlusPetrol Norte S.A,2010,2010-05-29,"El derrame está afectando a la quebrada Tseku entsa, Pucacunga yacu y río Corrientes.",Batería Dorissa.,,Ale,1. Validado parcial
-76.017644,-2.7690667,COE201003.6/CJV201003,"OSINERGMIN, FECONACO",,Derrame nuevo de petróleo,,Antiguo,Lote 1AB/192,PlusPetrol Norte S.A,2010,2010-08-27,"El evento afectó a la quebrada Paña Yacu. Una gran cantidad de crudo fue derramada, impactando a la colcha aledaña y la zona aledaña.","Línea de producción de pozos 1101,1102, 10 y 13 (secciones no. 49)",,Ale,1. Validado parcial
-76.009559,-2.8027055,CJV201501,FECONACO,,Derrame nuevo de petróleo,,,Lote 1AB/192,"Pacific Stratus Energy del Perú, S.A.",2015,2015-01-01,,Isla Jibarito,,Cielo,1. Validado parcial
-75.968375,-2.4652588,PAS201023,FEDIQUEP,,Botadero,,Antiguo,Lote 1AB/192,,2010,2010-01-31,Tubería antigua abandonada en el bosque.,Batería Forestal.,,Ale,1. Validado parcial
-75.963472,-2.4629285,PAS201022,FEDIQUEP,,Botadero,,Antiguo,Lote 1AB/192,,2010,2010-01-31,Tubería antigua abandonada en el bosque.,Batería Forestal.,,Ale,1. Validado parcial
-75.928994,-2.4569647,PAS201018,FEDIQUEP,,Botadero,,Antiguo,Lote 1AB/192,,2010,2010-01-28,barriles y otros materiales abandonados.,Batería Forestal.,,Ale,1. Validado parcial
-75.914243,-2.4546502,PAS201017,FEDIQUEP,,Botadero,,Antiguo,Lote 1AB/192,,2010,2010-01-28,Una gran cantidad de tubos abandonados.,Batería Forestal.,,Ale,1. Validado parcial
-75.88955,-2.261579,TVS20181,OPIKAFPE,San Jacinto & 1A,Derrame de crudo,Pozo,Antiguo,Lote 1AB/192,Occidental Petroleum Corporation (OXY),,2019-12-04,Se hizo un hueco para almacenar el derrame que hacen los pozos como el viento pozo 6,"Pozo 6, 12 de Octubre",,Laura,1. Validado parcial
-75.888889,-2.268897,TVS20182,OPIKAFPE,San Jacinto & 1A,Botadero,Batería,Antiguo,Lote 1AB/192,Pluspetrol Norte,,2019-12-04,"En este sitio se encuentra chatarra, como cajas de maquinas pesadas, aluminio, etc. Area afectada 40x35 metros",Batería San Jacinto,,Laura,1. Validado parcial
-75.887823,-2.261869,TJG201938,OPIKAFPE,San Jacinto & 1A,Derrame de crudo,,Antiguo,Lote 1AB/192,Frontera Energy,,2019-04-01,Suelo con petroleo,12 de octubre,,Laura,1. Validado parcial
-75.887482,-2.262394,TJG201937,OPIKAFPE,San Jacinto & 1A,Derrame de crudo,,Antiguo,Lote 1AB/192,Frontera Energy,,2019-04-01,Suelo con petroleo,12 de octubre,,Laura,1. Validado parcial
-75.886777,-2.27164,TJG201939,OPIKAFPE,San Jacinto & 1A,Derrame de crudo,,Antiguo,Lote 1AB/192,Frontera Energy,,2019-04-01,Lago contaminado,12 de octubre,,Laura,1. Validado parcial
-75.886574,-2.277194,TJG201941,OPIKAFPE,San Jacinto & 1A,Derrame de crudo,,Antiguo,Lote 1AB/192,Frontera Energy,,2019-04-01,Tierra con petroleo,12 de octubre,,Laura,1. Validado parcial
-75.886571,-2.272716,THI20211,OPIKAFPE,San Jacinto & 1A,Derrame de crudo,Pozo,Nuevo,Lote 1AB/192,Perupetro,2021.0,14/11/2021,"Pozo 24 de San Jacinto. Derrame que sale del Cabezal de Pozo cada vez que hace mucho sol, derrame en el Sumptank de Pozo 24 y se llena. Ya se han reportado derrames anteriores, y ya se estaba realizando un trabajo de limpieza y contingencia en el mismo lugar.",Pozo 24 San Jacinto,,,
-75.886424,-2.282197,TJG201943,OPIKAFPE,San Jacinto & 1A,Derrame de crudo,,Antiguo,Lote 1AB/192,Frontera Energy,,2019-04-01,Lodo con petroleo crudo,12 de octubre,,Laura,1. Validado parcial
-75.88609,-2.280632,TJG201942,OPIKAFPE,San Jacinto & 1A,Derrame de crudo,,Antiguo,Lote 1AB/192,Frontera Energy,,2019-04-01,Hojarasca y tierra con petroleo,12 de octubre,,Laura,1. Validado parcial
-75.885656,-2.276914,TJG201960,OPIKAFPE,San Jacinto & 1A,Botadero,,Antiguo,Lote 1AB/192,Frontera Energy,,2019-04-01,Chatarra de tubos de fierro,12 de octubre,,Laura,1. Validado parcial
-75.883478,-2.288096,TJG201944,OPIKAFPE,San Jacinto & 1A,Derrame de crudo,,Antiguo,Lote 1AB/192,Frontera Energy,,2019-04-01,Arboles y lodo con petroleo,12 de octubre,,Laura,1. Validado parcial
-75.877076,-2.289249,TJG201961,OPIKAFPE,San Jacinto & 1A,Botadero,,Antiguo,Lote 1AB/192,Frontera Energy,,2019-04-01,Botadero,12 de octubre,,Laura,1. Validado parcial
-75.877068,-2.291239,TJG201963,OPIKAFPE,San Jacinto & 1A,Botadero,,Antiguo,Lote 1AB/192,Frontera Energy,,2019-04-01,Botadero de fierros y otros,12 de octubre,,Laura,1. Validado parcial
-75.87730239,-2.29157379,PJV201602,FEDIQUEP,,Botadero,,,Lote 1AB/192,,2016,27/03/2016,El bosque ha crecido por encima de un botadero.,"Dorcas km 150 + 900 margen izquierdo San Jacinto - 12 de octubre. Se trata de un antiguo botadero llamado Dorcas, en Batería San Jacinto.",,Lady,1. Validado parcial
-75.876608,-2.289657,TJG201962,OPIKAFPE,San Jacinto & 1A,Botadero,,Antiguo,Lote 1AB/192,Frontera Energy,,2019-04-01,Botadero de fierro y concreto,12 de octubre,,Laura,1. Validado parcial
-75.876068,-2.304167,TJG201946,OPIKAFPE,San Jacinto & 1A,Derrame de crudo,,Antiguo,Lote 1AB/192,Frontera Energy,,2019-04-01,Petroleo flotando en charco,12 de octubre,,Laura,1. Validado parcial
-75.8756,-2.302856,TJG201945,OPIKAFPE,San Jacinto & 1A,Derrame de crudo,,Antiguo,Lote 1AB/192,Frontera Energy,,2019-04-01,Petroleo cubierto con hojarasca,12 de octubre,,Laura,1. Validado parcial
-75.875474,-2.302955,TTO20231,OPIKAFPE,San Jacinto & 1A,Derrame de crudo,Tubería,Nuevo,Lote 1AB/192,Perupetro,2023.0,29/01/2023,,CC.NN. Doce de octubre,,,
-75.873637,-2.298895,TJG201964,OPIKAFPE,San Jacinto & 1A,Botadero,,Antiguo,Lote 1AB/192,Frontera Energy,,2019-04-01,Botadero de botellas,12 de octubre,,Laura,1. Validado parcial
-75.872722,-2.316852,TJG201951,OPIKAFPE,San Jacinto & 1A,Derrame de crudo,,Antiguo,Lote 1AB/192,Frontera Energy,,2019-04-01,Quebrada contaminada,12 de octubre,,Laura,1. Validado parcial
-75.869875,-2.309255,TJG201966,OPIKAFPE,San Jacinto & 1A,Botadero,,Antiguo,Lote 1AB/192,Frontera Energy,,2019-04-01,Chatarra enterrada,12 de octubre,,Laura,1. Validado parcial
-75.869084,-2.309364,TJG201947,OPIKAFPE,San Jacinto & 1A,Derrame de crudo,,Antiguo,Lote 1AB/192,Frontera Energy,,2019-04-01,Quebrada contaminada con petroleo,12 de octubre,,Laura,1. Validado parcial
-75.868619,-2.313227,TJG201956,OPIKAFPE,San Jacinto & 1A,Derrame de crudo,,Antiguo,Lote 1AB/192,Frontera Energy,,2019-04-01,Aguajal contaminado,12 de octubre,,Laura,1. Validado parcial
-75.868417,-2.307492,TJG201965,OPIKAFPE,San Jacinto & 1A,Botadero,,Antiguo,Lote 1AB/192,Frontera Energy,,2019-04-01,Tanque de concreto,12 de octubre,,Laura,1. Validado parcial
-75.868338,-2.309789,TJG201967,OPIKAFPE,San Jacinto & 1A,Botadero,,Antiguo,Lote 1AB/192,Frontera Energy,,2019-04-01,Botellas enterradas,12 de octubre,,Laura,1. Validado parcial
-75.868059,-2.308903,TJG201948,OPIKAFPE,San Jacinto & 1A,Derrame de crudo,,Antiguo,Lote 1AB/192,Frontera Energy,,2019-04-01,Plantas contaminadas,12 de octubre,,Laura,1. Validado parcial
-75.868042,-2.310848,TJG201968,OPIKAFPE,San Jacinto & 1A,Botadero,,Antiguo,Lote 1AB/192,Frontera Energy,,2019-04-01,Tubos expuestos,12 de octubre,,Laura,1. Validado parcial
-75.867006,-2.323251,TJG201959,OPIKAFPE,San Jacinto & 1A,Derrame de crudo,,Antiguo,Lote 1AB/192,Frontera Energy,,2019-04-01,Laguna o cocha contaminada,12 de octubre,,Laura,1. Validado parcial
-75.866918,-2.325567,TJG201977,OPIKAFPE,San Jacinto & 1A,Botadero,,Antiguo,Lote 1AB/192,Frontera Energy,,2019-04-01,Chatarra de tubos,12 de octubre,,Laura,1. Validado parcial
-75.866146,-2.313572,THC20201,OPIKAFPE,San Jacinto,Derrame de crudo,Batería,Nuevo,Lote 1AB/192,Frontera Energy,2020.0,18/04/2020,A la fecha hay tres puntos de fuga en base san Jacinto: 1. Tanque de almacenamiento 1405 que la empresa dejo sin cerrar por lo que la lluvia lo ha hecho rebalsar 2. Tubo de 2” que ha hecho pequeño derrame de 20x10 3. Sump tank 1419 que hace no mucho también ha derramado por sobre llenado. La preocup,San Jacinto,0.0,Ana Paula,2. Validado final
-75.866029,-2.313038,TXX20211,OPIKAFPE,San Jacinto & 1A,Derrame de crudo,Batería,Nuevo,Lote 1AB/192,Frontera Energy,2021.0,29/01/2021,Derrame en Sumptank 1440 al sumptank 1405,,,,
-75.865988,-2.3357531,PAS201006,FEDIQUEP,,Botadero,,Antiguo,Lote 1AB/192,,2010,2010-01-24,Tubería antigua botada en el bosque.,Batería Forestal.,,Ale,1. Validado parcial
-75.865773,-2.335364,TJG201976,OPIKAFPE,San Jacinto & 1A,Botadero,,antiguo,Lote 1AB/192,Frontera Energy,,2019-04-01,Tubo debajo del agua,12 de octubre,,Laura,1. Validado parcial
-75.865759,-2.312885,TOE201704.2/TGV201703,"OEFA, OPIKAFPE",,Derrame nuevo de petróleo,,,Lote 1AB/192,"Pacific Stratus Energy del Perú, S.A.",2017,27/09/2017 25/09/2017,"La empresa informó que la ocupación de las instalaciones de la empresa por la comunidad 12 de Octubre estaba agravando la expansión del derrame porque los comuneros no permitieron los trabajos iniciales de contención en el momento.  Sin embargo, el origen del derrame es el desborde del tanque T-1450",Tanque 1450. Zona industrial de la Batería San Jacinto. 30m x 15m.,,Ana Paula,2. Validado final
-75.865744,-2.3477665,PAS201008,FEDIQUEP,,Botadero,,Antiguo,Lote 1AB/192,,2010,2010-01-24,Tubería antigua abandonada.,Batería Forestal.,,Ale,1. Validado parcial
-75.865654,-2.3485898,PAS201009,FEDIQUEP,,Botadero,,Antiguo,Lote 1AB/192,,2010,2010-01-24,Tubería antigua abandonada.,Batería Forestal.,,Ale,1. Validado parcial
-75.86558,-2.315255,TJG201949,OPIKAFPE,San Jacinto & 1A,Derrame de crudo,,Antiguo,Lote 1AB/192,Frontera Energy,,2019-04-01,Suelo contaminado,12 de octubre,,Laura,1. Validado parcial
-75.865592,-2.348997,TJG201975,OPIKAFPE,San Jacinto & 1A,Botadero,,Antiguo,Lote 1AB/192,Frontera Energy,,2019-04-01,Chatarra de tubos de fierro,12 de octubre,,Laura,1. Validado parcial
-75.865378,-2.352579,TOE201701/TJO201707,"OEFA, OPIKAFPE",,Derrame nuevo de petróleo,,,Lote 1AB/192,"Pacific Stratus Energy del Perú, S.A.",2017,2017-02-10,"Seis meses después del evento, aún hay rastros de crudo en el suelo. Una gran cantidad de crudo salió del oleoducto. En el está escrito ""TL08 J1A-SAJ."" Afectó a un aguajal. Los monitores informan que el OEFA aún no ha hecho ninguna visita al sitio (no fueron notificados). Según una nota adjuntada, l",Línea 8-pozo 1A (junta 236) Batería San Jacinto. Batería Shiviyacu,,Lady,1. Validado parcial
-75.865417,-2.443004,TJG201957,OPIKAFPE,San Jacinto & 1A,Derrame de crudo,,Antiguo,Lote 1AB/192,Frontera Energy,,2019-04-01,Lago contaminado,12 de octubre,,Laura,1. Validado parcial
-75.865262,-2.3548138,PAS201010,FEDIQUEP,,Botadero,,Antiguo,Lote 1AB/192,,2010,2010-01-24,Tubería antigua abandonada.,Batería Forestal.,,Ale,1. Validado parcial
-75.865129,-2.313075,TOE201503/TGS201603,"OEFA, OPIKAFPE",,Derrame antiguo de petróleo,,,Lote 1AB/192,PlusPetrol Norte S.A,2016,11/11/2016,"Este sitio tiene una historia de contaminación. El crudo que aún queda se ha acumulado por muchos años, llegando a 3-4 metros de profundidad. Según el monitor ambiental, cada vez que llovía, estos pozos se desbordaban y después el contenido se vertía al medioambiente. No ha habido ninguna remediació","Antiguo derrame de petróleo en el pozo 2-4, San Jacinto.",0.0,Lady,1. Validado parcial
-75.86512,-2.313129,TOE201601/TGS201604,"OEFA, OPIKAFPE",,Derrame nuevo de petróleo,,,Lote 1AB/192,"Pacific Stratus Energy del Perú, S.A.",2016,07/04/2016 01/04/2016,"Según la resolución directoral, la empresa no implementó medidas preventivas para evitar el derrame y el plan de contención se implementó tarde.",Tanque colector 1421 del Yacimiento San Jacinto.,0.0,Lady,1. Validado parcial
-75.865049,-2.313102,TVS201601,OPIKAFPE,,Derrame nuevo de petróleo,,,Lote 1AB/192,"Pacific Stratus Energy del Perú, S.A.",2016,01/04/2016,Se dio debido al desborde de un tanque. Las autoridades fueron informadas.,Tuvo lugar en la parte trasera del pozo 1.,,Lady,1. Validado parcial
-75.865014,-2.315264,TJG201969,OPIKAFPE,San Jacinto & 1A,Botadero,,Antiguo,Lote 1AB/192,Frontera Energy,,2019-04-01,Tubos enterrados,12 de octubre,,Laura,1. Validado parcial
-75.865005,-2.315273,TTO20213,OPIKAFPE,San Jacinto & 1A,Derrame de crudo,,Nuevo,Lote 1AB/192,Perupetro,2021.0,2021-09-09,Derrame grande en San Jacinto que afecta a quebrada Lupuna,del campamento san Jacinto a 100 metros es en la misma carretera de la línea de tuberías que van al pozo 01,,,
-75.864968,-2.31417,TJG201952,OPIKAFPE,San Jacinto & 1A,Derrame de crudo,,Antiguo,Lote 1AB/192,Frontera Energy,,2019-04-01,Charco contaminado,12 de octubre,,Laura,1. Validado parcial
-75.864457,-2.316015,TOE201703/TGS201703,"OEFA, OPIKAFPE",,Derrame nuevo de petróleo,,,Lote 1AB/192,"Pacific Stratus Energy del Perú, S.A.",2017,2017-01-30,Se dio debido la oxidación interna. Una gran cantidad de crudo se derramó. Del punto de la fuga el crudo se dispersó unos 10 metros por una zanja que llega a la quebrada de Piedra Negra y que podría llegar al río Tigre. El apu explica que antes del evento un cerco de hierro ya había sido armado en e,"Línea de Shiviyacu a Batería San Jacinto, en Batería San Jacinto.",0.0,Lady,1. Validado parcial
-75.86443,-2.31626,TMO201701,OPIKAFPE,,Derrame antiguo de petróleo,,,Lote 1AB/192,"Pacific Stratus Energy del Perú, S.A.",2017,2017-05-15,"El evento original se dio 19/12/2016 dentro de una zona PAC, en Ramal de Piedra Negra, cerca del pozo 13 en Batería San Jacinto. Al momento de tomar las fotos el OEFA aún no había visitado el sitio. Según el monitor ambiental, cuando la empresa empezó a remediar la zona impactada, encontraron crudo ","Ramal de Piedra Negra, cerca del pozo 13 en Batería San Jacinto",0.0,Ana Paula,1. Validado parcial
-75.86443,-2.316025,TOE201604/TJO201601,"OEFA, OPIKAFPE",,Derrame nuevo de petróleo,,,Lote 1AB/192,"Pacific Stratus Energy del Perú, S.A.",2016,01/12/2016 19/12/2016,"Según la empresa, el evento se dio por oxidación interna de la tubería. La quebrada de Piedra Negra fue afectada. La empresa encargada de contener el derrame construyó barreras físicas utilizando materiales naturales como diques y flora. Según el informe de supervisión, miembros de la comunidad nati","Tramo oleoducto no. 495 Shiviyacu- Yacimiento San Jacinto. El evento tuvo lugar a 500m de Batería San Jacinto. Ramal de Piedra Negra, de la quebrada Piedra Negra. Batería Shiviyacu. Las coordenadas da",,Lady,1. Validado parcial
-75.864398,-2.307395,TJG201974,OPIKAFPE,San Jacinto & 1A,Botadero,,Antiguo,Lote 1AB/192,Frontera Energy,,2019-04-01,Botadero,12 de octubre,,Laura,1. Validado parcial
-75.864376,-2.316079,TJG201950,OPIKAFPE,San Jacinto & 1A,Derrame de crudo,,Antiguo,Lote 1AB/192,Frontera Energy,,2019-04-01,Suelo contaminado,12 de octubre,,Laura,1. Validado parcial
-75.86439,-2.369324,TOE201702/TJO201704,"OEFA, OPIKAFPE",,Derrame nuevo de petróleo,,,Lote 1AB/192,"Pacific Stratus Energy del Perú, S.A.",2017,19/02/2017,El derrame se dio debido a la oxidación interna de la tubería. Sucede el 19/02/2017 en el cruce 1A del oleoducto 8. El 21/02/2017 hubo otro derrame a unos 4 metros más allá del derrame anterior en el mismo oleoducto. Ambos derrames afectaron gravamente a la quebrada y la zona aledaña. El 23/02/2017 ,Línea 8-pozo 1A (junta 70) Batería San Jacinto. Quebrada Chanchama. Sucede el 19/02/2017 en el cruce 1A del oleoducto 8. El 21/02/2017 hubo otro derrame a unos 4 metros más allá del derrame anterior e,1.0,Ana Paula,2. Validado final
-75.864331,-2.316142,TTO20223,OPIKAFPE,San Jacinto & 1A,Derrame de crudo,Pozo,Nuevo,Lote 1AB/192,Perupetro,2022.0,18/03/2022,"Derrame grande de agua de producción mezclada con crudo, contaminando a la quebrada Seticuyacu. Area afectada: 1159 metros cuadrados de suelo y 800 metros cuadrados de agua.",Pozo 01 san jacinto,,,
-75.864274,-2.370419,TJG201958,OPIKAFPE,San Jacinto & 1A,Derrame de crudo,,Antiguo,Lote 1AB/192,Frontera Energy,,2019-04-01,Quebrada contaminada,12 de octubre,,Laura,1. Validado parcial
-75.863652,-2.308616,TJG201973,OPIKAFPE,San Jacinto & 1A,Botadero,,Antiguo,Lote 1AB/192,Frontera Energy,,2019-04-01,Residuos de concreto,12 de octubre,,Laura,1. Validado parcial
-75.863257,-2.309765,TJG201972,OPIKAFPE,San Jacinto & 1A,Botadero,,Antiguo,Lote 1AB/192,Frontera Energy,,2019-04-01,Botadero de vidrios,12 de octubre,,Laura,1. Validado parcial
-75.863179,-2.388702,TTO20228,OPIKAFPE,San Jacinto & 1A,Derrame de crudo,Tubería,Nuevo,Lote 1AB/192,Perupetro,2022.0,30/08/2022,"Área afectada de 50 de largo por 9 ancho,metros cuadrados 450 metros. Cuerpo de agua afectada.","Km 13 de 1A, número de tubería JT 710 CC.NN. 12 de Octubre",,,
-75.862751,-2.320874,TJG201955,OPIKAFPE,San Jacinto & 1A,Derrame de crudo,,Antiguo,Lote 1AB/192,Frontera Energy,,2019-04-01,Suelo contaminado,12 de octubre,,Laura,1. Validado parcial
-75.86423721,-2.31349539,TGV201701,OPIKAFPE,,Derrame nuevo de petróleo,,,Lote 1AB/192,"Pacific Stratus Energy del Perú, S.A.",2017,2017-09-27,"Afectó a varias comunidades como 12 de octubre, San Juan Bartra y Arenal. Hubo un derrame grande de las instalaciones de la empresa que afectó profundamente al medio ambiente. El crudo derramado corrió por el río Kachiyacu, la quebrada Piedra Negra hasta llegar al río Tigre. El hecho, provocado por ",En las instalaciones de la planta de producción de petróleo de San Jacinto.,,Ana Paula,2. Validado final
-75.861433,-2.312761,TJG201970,OPIKAFPE,San Jacinto & 1A,Botadero,,Antiguo,Lote 1AB/192,Frontera Energy,,2019-04-01,Chatarra de concreto,12 de octubre,,Laura,1. Validado parcial
-75.860307,-2.323608,TJG201971,OPIKAFPE,San Jacinto & 1A,Botadero,,Antiguo,Lote 1AB/192,Frontera Energy,,2019-04-01,Botadero de residuos solidos,12 de octubre,,Laura,1. Validado parcial
-75.859874,-2.321916,TJG201953,OPIKAFPE,San Jacinto & 1A,Derrame de crudo,,Antiguo,Lote 1AB/192,Frontera Energy,,2019-04-01,Hojarasca y suelo contaminado,12 de octubre,,Laura,1. Validado parcial
-75.859755,-2.318777,TOD200101,OPIKAFPE,,Derrame nuevo de petróleo,,,Lote 1AB/192,PlusPetrol Norte S.A,2001,2001.0,Afectó al territorio de la CN Andrés Avelino Cáceres. Es un derrame de tamaño 200m2. El evento se dio dado a una fuga de tubería por oxidación interna. El OEFA no ha visitado el sitio y no se hizo remediación.,Pozo 2-4 en Batería San Jacinto. La ubicación exacta es el km 46 de la carretera San Jacinto.,0.0,Claudia,2. Validado final
-75.859298,-2.322061,TTO20222,OPIKAFPE,San Jacinto & 1A,Derrame de crudo,Pozo,Nuevo,Lote 1AB/192,Perupetro,2022.0,2022-02-03,"Derrame de crudo en pozo 01, afecta área grande, contaminación de suelo y agua",Pozo 01 san jacinto,,,
-75.859151,-2.331053,TGS201601,OPIKAFPE,,Derrame antiguo de petróleo,,,Lote 1AB/192,,2016,20/08/2016,Expedición de OEFA. Hay evidencia de petróleo mientras el equipo de OEFA recolectaba muestras.,,,Lady,1. Validado parcial
-75.858234,-2.4490336,PAS201028,FEDIQUEP,,Botadero,,Antiguo,Lote 1AB/192,,2010,2010-02-03,Un tubo y un barril abandonado.,Batería Forestal.,,Ale,1. Validado parcial
-75.857036,-2.371979,TOE201801.2/TVS201801,"OEFA, OPIKAFPE",,agua producida,,,Lote 1AB/192,"Pacific Stratus Energy del Perú, S.A.",2018,02/03/2018 13/03/2018,Un gran número de bolsas de petróleo recuperado se amontonaron como consecuencia de un vertido de petróleo. El evento tuvo lugar en la comunidad 12 de Octubre.,Yacimiento San Jacinto- Línea de Flujo B de los pozos SANJ-10 y SANJ-1 unión 108.,,Ana Paula,2. Validado final
-75.855958,-2.330458,TJG201954,OPIKAFPE,San Jacinto & 1A,Derrame de crudo,,Antiguo,Lote 1AB/192,Frontera Energy,,2019-04-01,Suelo contaminado,12 de octubre,,Laura,1. Validado parcial
-75.851408,-2.361426,TTO20212,OPIKAFPE,San Jacinto & 1A,Derrame de crudo,Pozo,Nuevo,Lote 1AB/192,Perupetro,2021.0,2021-04-04,Sump Tank del Pozo 1A rebalsa de hidrocarburo impactando un área de 700 m².,Sumptank pozo 1A,,,
-75.85122792,-2.36224932,TAS201708,OPIKAFPE,,Derrame antiguo de petróleo,,,Lote 1AB/192,"Pacific Stratus Energy del Perú, S.A.",2017,2017-05-14,"Es un sitio contaminado antiguamente de las actividades de Pluspetrol y Oxy por muchos años. No se hizo ninguna remediación todavía. El evento afectó a un aguajal, una cocha e impactó a la quebrada Yanayacu. (la carpeta incluye unos ODK que se tomaron del mismo sitio.)","Del pozo 11-12 al 10, km 7, tubería 1A Batería San Jacinto. En el territorio de comunidad Marsella y 12 de Octubre.",,Ana Paula,2. Validado final
-75.84944,-2.4519612,PAS201029,FEDIQUEP,,Botadero,,Antiguo,Lote 1AB/192,,2010,2010-02-03,Tubos abandonados.,Batería Forestal.,,Ale,1. Validado parcial
