lon,lat,codigo,federacion,zona,tipo_impacto,fuente_impacto,antiguedad,lote,empresa,anio,detecto,descripcion,ubicacion,remediacion,responsable,estado_validacion
-75.06384,-3.82813,CFS201517,FECONACO,,Derrame antiguo de petróleo,,,Lote 8,PlusPetrol Norte S.A,2015,2015-06-01,El derrame afectó al riachuelo de Pangui Entsa.,Pangui Entsa,,Lady,1. Validado parcial
-75.06371689,-3.82415669,CFS20182,FECONACOR,"Baterías 1, 2 y 8x",Derrame de crudo,oleoducto,Nuevo,Lote 8,Pluspetrol Norte,,16/03/2018,Encontrado agua cubiertos con crudo y 2 tubos rotos en quebrada Trompeterillo,"Comunidad San Cristóbal. Cerca al topiplan, en rama quebrada a cerca de carretera. De topiplan a 8x oleoducto",1.0,Laura,1. Validado parcial
-75.061939,-3.8268548,COE201335.27,"OEFA, FECONACO",,Derrame antiguo de petróleo,,,Lote 8,PlusPetrol Norte S.A,2013,2013-11-26,"En 2013, OEFA con organizaciones de comunidades nativas de los ríos Pastaza, Tigre y Marañón hicieron una expedición de supervisión en el Lote 8 para identificar posibles sitios contaminados. Se informó sobre 41 sitios contaminados en Nueva Esperanza, Pavayacu y Base Corrientes Percy y la tubería Co",Código de sitio: S27. Este lugar está ubicado a 1 km al este del Fuji Central y 200 metros al este de Batería 2. Yacimiento Corrientes.,0.0,Cielo,1. Validado parcial
-75.061733,-3.837557,CFS201519,FECONACO,,Derrame antiguo de petróleo,,,Lote 8,PlusPetrol Norte S.A,2015,2015-06-15,El sitio se encuentra dentro de una zona PAC que fue anteriormente remediado. Varias comunidades consideran que aún hay contaminación por remediar porque la remediación que se ha hecho no fue adecuada.,"km 3+814, - Batería 1.",,Lady,1. Validado parcial
-75.061732,-3.8375573,CFS201510,FECONACO,,Derrame antiguo de petróleo,,,Lote 8,PlusPetrol Norte S.A,2015,2015-06-01,,"oleoducto Corrientes-Saramuro, km 2+700",,Cielo,1. Validado parcial
-75.06138,-3.8283747,CWS200805,FECONACO,,fuga,,Antiguo,Lote 8,PlusPetrol Norte S.A,2008,2008-05-04,,Batería 1. Cerca de Plátaforma no. 1013.,,Ale,1. Validado parcial
-75.061372,-3.8381635,COE201335.25,"OEFA, FECONACO",,Derrame antiguo de petróleo,,,Lote 8,PlusPetrol Norte S.A,2013,2013-11-26,"En 2013, OEFA con organizaciones de comunidades nativas de los ríos Pastaza, Tigre y Marañón hicieron una expedición de supervisión en el Lote 8 para identificar posibles sitios contaminados. Se informó sobre 41 sitios contaminados en Nueva Esperanza, Pavayacu y Base Corrientes Percy y la tubería Co","Código de sitio: S25. Este lugar está ubicado en el km 2+657,27 del oleoducto Corrientes-Saramuro. Yacimiento Corrientes.",0.0,Cielo,1. Validado parcial
-75.061336,-3.8380187,CWS201102,FECONACO,,otro,,Antiguo,Lote 8,,2011,2011-09-12,La empresa remedió una zona que anteriormente había sido deforestada. Aún hay presencia de crudo en el suelo. Es probable que este evento sea lo mismo que el de código CNA201101.,Batería 1.,,Ale,1. Validado parcial
-75.061227,-3.8260768,CWS200801,FECONACO,,Derrame antiguo de petróleo,,Antiguo,Lote 8,,2008,2008-04-30,La empresa está remediando la zona.,Batería 2.,,Ale,1. Validado parcial
-75.061001,-3.8157362,CWS201005,FECONACO,,Derrame antiguo de petróleo,,Antiguo,Lote 8,,2010,2010-11-19,La empresa está remediando la zona. La laguna MSA se ha visto afectada.,Batería 1.,,Ale,1. Validado parcial
-75.060938,-3.8146868,CFS201509,FECONACO,,Derrame antiguo de petróleo,,,Lote 8,PlusPetrol Norte S.A,2015,2015-06-01,,"Batería 1, Laguna MSA.",,Cielo,1. Validado parcial
-75.060839,-3.8181156,CWS200904,FECONACO,,Derrame nuevo de petróleo,,Antiguo,Lote 8,PlusPetrol Norte S.A,2009,2009-01-10,Afectó a la quebrada Bohua negra.,Batería 2.,,Ale,1. Validado parcial
-75.06045285,-3.81701806,CWS20191,FECONACOR,"Baterías 1, 2 y 8x",Derrame de crudo,oleoducto,Nuevo,Lote 8,Pluspetrol Norte,,27/01/2019,"Tubería entre central electrica y baterías, afectación de 3x8 metros",San Cristóbal,,Laura,1. Validado parcial
-75.0604514,-3.8144545,CFS201712,FECONACO,,Derrame antiguo de petróleo,,,Lote 8,PlusPetrol Norte S.A,2017,2017-09-19,Afectó a la comunidad San Cristobal,Comunidad San Cristóbal,,Ana Paula,2. Validado final
-75.060165,-3.8322378,COE201335.26,"OEFA, FECONACO",,Derrame antiguo de petróleo,,,Lote 8,PlusPetrol Norte S.A,2013,2013-11-26,"En 2013, OEFA con organizaciones de comunidades nativas de los ríos Pastaza, Tigre y Marañón hicieron una expedición de supervisión en el Lote 8 para identificar posibles sitios contaminados. Se informó sobre 41 sitios contaminados en Nueva Esperanza, Pavayacu y Base Corrientes Percy y la tubería Co",Código de sitio: S26. Este lugar está ubicado en el km 1+985.41 del oleoducto Corrientes-Saramuro. Yacimiento Corrientes.,0.0,Cielo,1. Validado parcial
-75.06001868,-3.80598699,CWH20193,FECONACOR,Jibarito,Botadero,Batería,Antiguo,Lote 1AB/192,Frontera Energy,,,Tuberías sueltas,,,Laura,1. Validado parcial
-75.059903,-3.820649,CFS201520,FECONACO,,Derrame antiguo de petróleo,,,Lote 8,PlusPetrol Norte S.A,2015,2015-06-15,,Plataforma 33X,,Lady,1. Validado parcial
-75.059668,-3.8139902,COE201002/CWS201003,"OEFA, OSINERGMIN, FECONACO",,Derrame nuevo de petróleo,,Antiguo,Lote 8,PlusPetrol Norte S.A,2010,2010-09-24,"Hubo un derrame de crudo en la línea de descarga de la motobomba MB-55. El crudo llegó al río Corrientes. Según la Resolución Directoral, el evento se dio debido a inversión insuficiente en medidas preventivas para proteger contra posibles derrames.","El sistema de bomba Trompeteros-Saramuro Batería 1./Área de motobombas, en la Batería 1, Trompeteros.",1.0,Ale,1. Validado parcial
-75.05929,-3.8177357,CFS201401,"OEFA, FECONACO",,derrame de diesel,,,Lote 8,PlusPetrol Norte S.A,2014,2014-03-09,"Según el Reporte Técnico Acusatorio, se dio dado a una falta de mantenimiento básico de las facilidades, lo cual es necesario para evitar posibles derrames. El derrame de diésel afectó a una pequeña colcha en la comunidad San Cristobal.","En el empalme del oleoducto de diésel de Central no. 1 a Central no. 2, en Batería 1. / Bat 1.",,Cielo,1. Validado parcial
-75.058381,-3.816894,CFS201610,FECONACO,,Derrame nuevo de petróleo,,,Lote 8,PlusPetrol Norte S.A,2016,2016-09-09,Hubo un derrame de diésel del tanque nº10.,"tanque 10, Batería 1.",,Lady,1. Validado parcial
-75.057839,-3.8100097,COE201512/CFS201508,"OEFA, FECONACO",,derrame de diesel,,,Lote 8,PlusPetrol Norte S.A,2015,2015-04-20,"Según la empresa, la embarcación se hundó dado un aumento de flujo en el río por lluvías fuertes. Por ende, hubo una derrame de 800 galones de crudo al agua de la embarcación hundida.","En el muelle Percy Rozas-Trompeteros. Puerto TRANSTUR- Muelle de Corrientes, en territorio de Comunidad San Cristóbal.",,Cielo,1. Validado parcial
-75.057394,-4.262796,CCJ20191,ACODECOSPAT,Chambira,Derrame de crudo,Tuberia,Antiguo,Lote 8,Pluspetrol Norte,2018,26/02/2018,"Derrame en tubería, area afectada de 2400 metros cuadrados, sitio está submergido en agua contenida por barreras de plástico, pero el agua sale poco a poco hacia la cocha y la quebrada Patoyacu","Tubería Trompeteros y Saramuro, tramo 53.",,Ana Paula,2. Validado final
-75.05688469,-3.83245945,CFS201713,FECONACO,,Derrame antiguo de petróleo,,,Lote 8,PlusPetrol Norte S.A,2017,2017-09-19,"El vertido de petróleo se ha producido en el oleoducto que va de la Plataforma 12x a la Batería 2, en el territorio de la comunidad de San Cristóbal","Oleoducto que va de la Plataforma 12x a la Batería 2, en el territorio de la comunidad de San Cristóbal.",,Ana Paula,2. Validado final
-75.0565018,-3.83683102,CFS201710,FECONACO,,Derrame antiguo de petróleo,,,Lote 8,PlusPetrol Norte S.A,2017,2017-09-18,"Derrame en la comunidad San Cristobal en el oleoducto que corre de plátaforma 33 a plátaforma 57, en Batería 2. Afectó a un aguajal.","Comunidad San Cristobal en el oleoducto que conecta platform 33 a platform 57, en Batería 2",,Ana Paula,2. Validado final
-75.055823,-3.8193191,COE201335.40,"OEFA, FECONACO",,Derrame antiguo de petróleo,,,Lote 8,PlusPetrol Norte S.A,2013,2013-11-26,"En 2013, OEFA con organizaciones de comunidades nativas de los ríos Pastaza, Tigre y Marañón hicieron una expedición de supervisión en el Lote 8 para identificar posibles sitios contaminados. Se informó sobre 41 sitios contaminados en Nueva Esperanza, Pavayacu y Base Corrientes Percy y la tubería Co",Código de sitio: S40. Este lugar está ubicado a 500 metros sur de Central Eléctrica-Batería 1 y 400 metros norte de la Plátaforma 108X.Yacimiento Corrientes.,0.0,Cielo,1. Validado parcial
-75.055716,-3.8388785,COE201335.38,"OEFA, FECONACO",,Derrame antiguo de petróleo,,,Lote 8,PlusPetrol Norte S.A,2013,2013-11-26,"En 2013, OEFA con organizaciones de comunidades nativas de los ríos Pastaza, Tigre y Marañón hicieron una expedición de supervisión en el Lote 8 para identificar posibles sitios contaminados. Se informó sobre 41 sitios contaminados en Nueva Esperanza, Pavayacu y Base Corrientes Percy y la tubería Co",Código de sitio: S38. Este lugar está ubicado a 200 metros al oeste de la Plátaforma 57 (alrededor del sitio de un antiguo derrame de petróleo). Yacimiento Corrientes.,0.0,Cielo,1. Validado parcial
-75.055029,-3.8023743,CFS201507,FECONACO,,Derrame antiguo de petróleo,,,Lote 8,PlusPetrol Norte S.A,2015,2015-04-18,,Zona CN San Cristóbal.,,Cielo,1. Validado parcial
-75.054227,-3.8015511,CFS201512,FECONACO,,Derrame antiguo de petróleo,,,Lote 8,PlusPetrol Norte S.A,2015,2015-06-01,Se ha encontrado en una zona de cultivo unos barriles antiguos abandonados que aún contienen crudo.,,,Cielo,1. Validado parcial
-75.054066,-3.80194,COE199401,"OEFA, FECONACO",,Botadero,,Antiguo,Lote 8,"PetroPerú, S.A, PlusPetrol Norte S.A",1995.0,,Se abrió este procedimiento administrativo después de una denuncia hecha por FECONACO (Carta nº 0184-2015-PRESIDENCIA/FECONACO) advirtiendo sobre dos botaderos antiguos de la época de PetroPerú ubicados en dos chacras perteneciendo a Loida Chuje y Madre Ana Hualinga. La expedición de supervisión enc,Chacra Sra. Loida Chuje'',0.0,Laura,1. Validado parcial
-75.053934,-3.839541,CWS20181,FECONACOR,"Baterías 1, 2 y 8x",Derrame de crudo,Tuberia,Nuevo,Lote 8,Pluspetrol Norte,,22/06/2018,"Nuevo derrame en plátaforma 57X por ruptura del oleoducto, la empresa no cumplió con avisar a las autoridades de la comunidad. Area afectada de 6x15 metros",Pozo de Plátaforma 57,1.0,Laura,1. Validado parcial
-75.05259995,-3.81644119,COE201702/CFS201706,"OEFA, FECONACO",,agua producida,,,Lote 8,PlusPetrol Norte S.A,2016,2017-06-02,"Se dio debido a la oxidación interna de la tubería. A pesar de que sí se hizo una expedición de supervisión OEFA, no se abrió un procedimiento administrativo. Afectó a la zona de pesca (aguajales y cochas) de la comunidad San Cristobal, como la cocha Lopunilla.",Línea de reinyección de agua producida del pozo CO-42AD. / pozo 42 de la Plátaforma 10x.,1.0,Lady,1. Validado parcial
-75.052157,-3.815583,COE201335.28,"OEFA, FECONACO",,Derrame antiguo de petróleo,,,Lote 8,PlusPetrol Norte S.A,2013,2013-11-26,"En 2013, OEFA con organizaciones de comunidades nativas de los ríos Pastaza, Tigre y Marañón hicieron una expedición de supervisión en el Lote 8 para identificar posibles sitios contaminados. Se informó sobre 41 sitios contaminados en Nueva Esperanza, Pavayacu y Base Corrientes Percy y la tubería Co",Código de sitio: S28. Este lugar se ubica 70 metros al este del Andén 10. Yacimiento Corrientes.,0.0,Cielo,1. Validado parcial
-75.051895,-3.8158997,COE201335.29,"OEFA, FECONACO",,Derrame antiguo de petróleo,,,Lote 8,PlusPetrol Norte S.A,2013,2013-11-26,"Afectó a un aguajal. En 2013, OEFA con organizaciones de comunidades nativas de los ríos Pastaza, Tigre y Marañón hicieron una expedición de supervisión en el Lote 8 para identificar posibles sitios contaminados. Se informó sobre 41 sitios contaminados en Nueva Esperanza, Pavayacu y Base Corrientes ",Código de sitio: S29. Este lugar se encuentra ubicado 90 metros al norte del Andén 10. Yacimiento Corrientes.,0.0,Cielo,1. Validado parcial
-75.051734,-3.815954,CFS201518,FECONACO,,Derrame antiguo de petróleo,,,Lote 8,PlusPetrol Norte S.A,2015,2015-06-15,,"Batería 1, Laguna 10X.",,Lady,1. Validado parcial
-75.050636,-3.8494637,CFS201513,FECONACO,,Derrame antiguo de petróleo,,,Lote 8,PlusPetrol Norte S.A,2015,2015-06-01,,"Plátaforma 33, 110 m de profundidad - Muro 1",,Cielo,1. Validado parcial
-75.049627,-3.8371148,COE201335.36,"OEFA, FECONACO",,Derrame antiguo de petróleo,,,Lote 8,PlusPetrol Norte S.A,2013,2013-11-26,"En 2013, OEFA con organizaciones de comunidades nativas de los ríos Pastaza, Tigre y Marañón hicieron una expedición de supervisión en el Lote 8 para identificar posibles sitios contaminados. Se informó sobre 41 sitios contaminados en Nueva Esperanza, Pavayacu y Base Corrientes Percy y la tubería Co","Código de sitio: S36. Este lugar se ubica a 300 metros al oeste de la Plátaforma 2 (alrededor de un antiguo derrame de petróleo no remediado). ''Derecho de vía'' de la Plátaforma 138X, km 5+763.14. Ya",0.0,Cielo,1. Validado parcial
-75.049421,-3.849202,CWS200713,FECONACO,,fuga,,,Lote 8,PlusPetrol Norte S.A,2007,2007-11-15,El derrame afecta a un aguajal,Batería 2.,,Claudia,2. Validado final
-75.04937551,-3.83749404,CFS201709,FECONACO,,Derrame antiguo de petróleo,,,Lote 8,PlusPetrol Norte S.A,2017,2017-09-18,Afectó a un aguajal.,Zona PAC del pozo 12. En el territorio de Comunidad San Cristóbal.,,Ana Paula,2. Validado final
-75.04906,-3.8385352,COE201335.37,"OEFA, FECONACO",,Derrame antiguo de petróleo,,,Lote 8,PlusPetrol Norte S.A,2013,2013-11-26,"En 2013, OEFA con organizaciones de comunidades nativas de los ríos Pastaza, Tigre y Marañón hicieron una expedición de supervisión en el Lote 8 para identificar posibles sitios contaminados. Se informó sobre 41 sitios contaminados en Nueva Esperanza, Pavayacu y Base Corrientes Percy y la tubería Co",Código de sitio: S37. Este lugar está ubicado a 300 metros al sur de la Plátaforma 12 (alrededor de un antiguo derrame de petróleo no remediado). La ubicación es cerca del sitio PAC Plátaforma 12X -Si,0.0,Cielo,1. Validado parcial
-75.04843007,-3.8372654,CFS201708,FECONACO,,Derrame antiguo de petróleo,,,Lote 8,PlusPetrol Norte S.A,2017,2017-09-18,Afectó a un aguajal.,Zona PAC del pozo 12. En el territorio de Comunidad San Cristóbal.,,Ana Paula,2. Validado final
-75.048349,-3.83826271,CWS20192,FECONACOR,"Baterías 1, 2 y 8x",Derrame de agua de formación,plataforma,Nuevo,Lote 8,Pluspetrol Norte,,2019-05-05,"Hubo un derrame de agua de produción, agua salada en plataforma 12x. Afecta aguajal y tierra. 10x25 metros.","Plataforma 12X, San Cristóbal",0.0,Laura,1. Validado parcial
-75.048304,-3.8510742,COE201335.31,"OEFA, FECONACO",,Derrame antiguo de petróleo,,,Lote 8,PlusPetrol Norte S.A,2013,2013-11-26,"Un sitio contaminado antiguo no remediado. En 2013, OEFA con organizaciones de comunidades nativas de los ríos Pastaza, Tigre y Marañón hicieron una expedición de supervisión en el Lote 8 para identificar posibles sitios contaminados. Se informó sobre 41 sitios contaminados en Nueva Esperanza, Pavay",Código de sitio: S31. Este lugar está ubicado 50 metros al sur de la Plátaforma 33X. Yacimiento Corrientes.,0.0,Cielo,1. Validado parcial
-75.048303,-3.8461437,COE201335.32,"OEFA, FECONACO",,Derrame antiguo de petróleo,,,Lote 8,PlusPetrol Norte S.A,2013,2013-11-26,"Un sitio contaminado antiguo no remediado. En 2013, OEFA con organizaciones de comunidades nativas de los ríos Pastaza, Tigre y Marañón hicieron una expedición de supervisión en el Lote 8 para identificar posibles sitios contaminados. Se informó sobre 41 sitios contaminados en Nueva Esperanza, Pavay",Código de sitio: S32. Este lugar está ubicado en el punto central de la Plátaforma 44X. Yacimiento Corrientes.,0.0,Cielo,1. Validado parcial
-75.047997,-3.837947,CNP200713,FECONACO,,Derrame antiguo de petróleo,,,Lote 8,,2007,2007-08-09,La parte baja de la quebrada Pumayaco fue afectada. Es una zona contaminada sin remediación.,Batería 1.,,Claudia,2. Validado final
-75.047664,-3.8527117,COE201335.30,"OEFA, FECONACO",,Derrame antiguo de petróleo,,,Lote 8,PlusPetrol Norte S.A,2013,2013-11-26,"En 2013, OEFA con organizaciones de comunidades nativas de los ríos Pastaza, Tigre y Marañón hicieron una expedición de supervisión en el Lote 8 para identificar posibles sitios contaminados. Se informó sobre 41 sitios contaminados en Nueva Esperanza, Pavayacu y Base Corrientes Percy y la tubería Co",Código de sitio: S30. Este lugar se encuentra ubicado 40 metros oeste del Andén 33. Yacimiento Corrientes.,0.0,Cielo,1. Validado parcial
-75.04748539,-3.85173874,CWS20183,FECONACOR,"Baterías 1, 2 y 8x",Fuga de agua de formación,Tuberia,Nuevo,Lote 8,Pluspetrol Norte,,27/06/2018,"Una pequeña fuga de liquido de producción en una tubería de 6 pulgadas que viene de plataforma 47 hacia plataforma 33X, fue controlado.","Plátaforma 33X, comunidad cercana San Cristóbal",1.0,Laura,1. Validado parcial
-75.047347,-3.802094,COE199402,"OEFA, FECONACO",,Botadero,,Antiguo,Lote 8,"PetroPerú, S.A, PlusPetrol Norte S.A",1995.0,,Se abrió este procedimiento administrativo después de una denuncia hecha por FECONACO (Carta nº 0184-2015-PRESIDENCIA/FECONACO) advirtiendo sobre dos botaderos antiguos de la época de PetroPerú ubicados en dos chacras perteneciendo a Loida Chuje y Madre Ana Hualinga. La expedición de supervisión enc,'Chacra Sra Madre Ana Hualinga'',0.0,Laura,1. Validado parcial
-75.04730604,-3.85133585,CWS20182,FECONACOR,"Baterías 1, 2 y 8x",Derrame de agua de formación,Pozo,Antiguo,Lote 8,Pluspetrol Norte,,25/06/2018,Agua afecta tierra 3x3 metros,Plátaforma 33x,1.0,Laura,1. Validado parcial
-75.047274,-3.8016058,CFS201505,FECONACO,,Botadero,,,Lote 8,PlusPetrol Norte S.A,2015,2015-04-01,hay residuos industriales antiguos abandonados.,Zona CN San Cristóbal.,,Cielo,1. Validado parcial
-75.047177,-3.8399647,COE201335.35,"OEFA, FECONACO",,Derrame antiguo de petróleo,,,Lote 8,PlusPetrol Norte S.A,2013,2013-11-26,"En 2013, OEFA con organizaciones de comunidades nativas de los ríos Pastaza, Tigre y Marañón hicieron una expedición de supervisión en el Lote 8 para identificar posibles sitios contaminados. Se informó sobre 41 sitios contaminados en Nueva Esperanza, Pavayacu y Base Corrientes Percy y la tubería Co","Código de sitio: S35. Este lugar está ubicado en el derecho de vía del Andén 138X, km 5+388,29. Yacimiento Corrientes.",0.0,Cielo,1. Validado parcial
-75.04702999,-3.84574891,CFS201715,FECONACO,,Derrame antiguo de petróleo,,,Lote 8,PlusPetrol Norte S.A,2017,2017-09-17,"Debido a un derrame antiguo, se contaminaron cuerpos de agua.",En el territorio de la comunidad San Cristóbal.,,Ana Paula,2. Validado final
-75.046448,-3.8414032,COE201335.34,"OEFA, FECONACO",,Derrame antiguo de petróleo,,,Lote 8,PlusPetrol Norte S.A,2013,2013-11-26,"En 2013, OEFA con organizaciones de comunidades nativas de los ríos Pastaza, Tigre y Marañón hicieron una expedición de supervisión en el Lote 8 para identificar posibles sitios contaminados. Se informó sobre 41 sitios contaminados en Nueva Esperanza, Pavayacu y Base Corrientes Percy y la tubería Co",Código de sitio: S34. Este lugar está ubicado en el punto donde se bifurcan la Plátaforma 138X y la Plátaforma 44X. Yacimiento Corrientes.,0.0,Cielo,1. Validado parcial
-75.04625,-3.841738,CFS20201,FECONACOR,Baterías 1 y 2 y 8x,Derrame de crudo,Tubería,Nuevo,Lote 8,Pluspetrol Norte,2020.0,28/09/2020,"Derrame que ocurrió en el mes de Abril, durante la cuarentena. No se reportó a la comunidad. Extensión de area afectada es de 50x70 metros, en un aguajal, a 200 metros de la plataforma 137. Se ven dos parches en la tubería, por lo que parece que fueron dos huecos. La causa presumida es corrosión.","San Cristóbal, 200 metros de plataforma 137",,,
-75.045988,-3.8244131,CFS201506,FECONACO,,Derrame antiguo de petróleo,,,Lote 8,PlusPetrol Norte S.A,2015,2015-04-01,Hay crudo en el suelo ahí cerca.,"Pozo de Borra 31 X, cerca de Comunitad San Cristóbal.",,Cielo,1. Validado parcial
-75.0456,-3.8263854,CWS200901,FECONACO,,Derrame nuevo de petróleo,,Antiguo,Lote 8,PlusPetrol Norte S.A,2009,2009-04-22,El derramo empezó en un depósito de borra.,Batería 1.,,Ale,1. Validado parcial
-75.045475,-3.844452,CFS201511,FECONACO,,Derrame antiguo de petróleo,,,Lote 8,PlusPetrol Norte S.A,2015,2015-06-01,,Andén 144 - Batería 1,,Cielo,1. Validado parcial
-75.045457,-3.8435926,COE201335.33,"OEFA, FECONACO",,Derrame antiguo de petróleo,,,Lote 8,PlusPetrol Norte S.A,2013,2013-11-26,"En 2013, OEFA con organizaciones de comunidades nativas de los ríos Pastaza, Tigre y Marañón hicieron una expedición de supervisión en el Lote 8 para identificar posibles sitios contaminados. Se informó sobre 41 sitios contaminados en Nueva Esperanza, Pavayacu y Base Corrientes Percy y la tubería Co","Código de sitio: S33. Este lugar se ubica 100 metros al noreste del Andén 138X, km 4+904.90. Yacimiento Corrientes.",0.0,Cielo,1. Validado parcial
-75.044673,-3.8248746,COE201335.39,"OEFA, FECONACO",,Derrame antiguo de petróleo,,,Lote 8,PlusPetrol Norte S.A,2013,2013-11-26,"En 2013, OEFA con organizaciones de comunidades nativas de los ríos Pastaza, Tigre y Marañón hicieron una expedición de supervisión en el Lote 8 para identificar posibles sitios contaminados. Se informó sobre 41 sitios contaminados en Nueva Esperanza, Pavayacu y Base Corrientes Percy y la tubería Co",Código de sitio: S39. Este lugar está ubicado a 100 metros al oeste de la Plátaforma 31X (''poza de ripios y recortes de perforación'')Yacimiento Corrientes.,0.0,Cielo,1. Validado parcial
-75.044052,-3.833234,CWS200902,FECONACO,,Derrame nuevo de petróleo,,Antiguo,Lote 8,PlusPetrol Norte S.A,2009,2009-05-29,Afectó a la quebrada Trompeterillo Chico.,Batería 1.,,Ale,1. Validado parcial
-75.038719,-3.805876,CFS201604,FECONACO,,otro,,,Lote 8,PlusPetrol Norte S.A,2016,2016-02-01,Se ha encontrado bolsas llenas enterradas en la chacra de Loida Chuje Sandi. La empresa hizo una limpieza de los residuos.,comunidad de San Cristóbal.,,Lady,1. Validado parcial
-75.035918,-3.806465,CFS201516,FECONACO,,Derrame antiguo de petróleo,,,Lote 8,PlusPetrol Norte S.A,2015,2015-06-01,,Zona CN San Cristóbal.,,Lady,1. Validado parcial
-75.035404,-3.8013078,COE201404,FECONACO,,Botadero,,,Lote 8,PlusPetrol Norte S.A,2014,2014-07-01,Hay depósitos antiguos de residuos industriales y materiales.,comunidad San Cristóbal.,,Cielo,1. Validado parcial
-75.03,-3.8070166,CFS201515,FECONACO,,Derrame antiguo de petróleo,,,Lote 8,PlusPetrol Norte S.A,2015,2015-06-01,,Trompeterillo chico,,Cielo,1. Validado parcial
-74.990789,-4.379936,MSV20222,ACODECOSPAT,Tramo I oleoducto Corrientes - Saramuro,Derrame de crudo,Tubería,Nuevo,Lote 8,Pluspetrol Norte,2022.0,14/10/2022,"Derrame en Nueva Alianza, del Chambira. 1200 m2 de impacto, fue la salida de un perno en la válvula.",Km 69 +500 ducto Corrientes -Saramuro,,,
-74.93253,-4.570223,COE201623/CFS201604,"OEFA, FECONACO",,Derrame nuevo de petróleo,,,Lote 8,PlusPetrol Norte S.A,2016,15/08/2016,"Derrame de diésel, peces muertos encontrados en la zona PAC.","oleoducto Corrientes-Saramuro, km 92+00. Cerca de Batería 2.",,Lady,1. Validado parcial
-76.21220737,-2.74380561,CSS201603,FECONACO,,Derrame antiguo de petróleo,,,Lote 1AB/192,PlusPetrol Norte S.A,2016,28/11/2016,"Los tapirs suelen visitar el lugar para consumir sal (es una ""colpa""). No obstante, la collpa está contaminada de petróleo","pozos 10,11,12, km 17 Dorissa, en el territorio de la comunidad Nueva Jerusalén.",,Lady,1. Validado parcial
-76.19477494,-2.74527639,CSS201604,FECONACO,,Botadero,,,Lote 1AB/192,PlusPetrol Norte S.A,2016,28/11/2016,Un campamento antiguo abandonado en el territorio de la comunidad Nueva Jerusalén.,Dorissa km-16.,,Lady,1. Validado parcial
-75.80296907,-2.38837222,TDP201704,OPIKAFPE,,Derrame antiguo de petróleo,,,Lote 1AB/192,,2017,2017-05-15,"El hecho ocurrió hace más de 45 años en los tiempos de Oxy por una rotura de un camión cisterna y el descuido de los trabajadores. Afectó a la quebrada Vender yacu, y a la zona de caza y pesca de Saca runa. Algunos odk se refieren a ese evento ya que fueron tomados durante una capacitacion de monito","Km 127+500, margen derecho de carretera principal, en patio de casa. En el territorio de la comunidad 12 de Octubre, Batería San Jacinto.",,Ana Paula,1. Validado parcial
-76.46170488,-2.80294299,PAS201616,FEDIQUEP,,Derrame nuevo de petróleo,,,Lote 1AB/192,"Pacific Stratus Energy del Perú, S.A.",2016,06/03/2016,Afectó a la quebrada Capahuari. La empresa está ocultando el crudo.,"Km 18, Quebrada Ramal de Capahuari (Nuevo Andoas. Batería Capahuari Sur), en territorio de la comunidad Titiyaco.",,Lady,1. Validado parcial
-76.46187664,-2.80281096,PAS201614,FEDIQUEP,,Derrame nuevo de petróleo,,,Lote 1AB/192,"Pacific Stratus Energy del Perú, S.A.",2016,13/03/2016,Afectó al territorio de la comunidad Los Jardines. La empresa está ocultando el crudo.,Quebrada capahuari y la Colcha Shippyn.,,Lady,1. Validado parcial
-76.46184138,-2.80275404,PAS201615,FEDIQUEP,,Derrame nuevo de petróleo,,,Lote 1AB/192,"Pacific Stratus Energy del Perú, S.A.",2016,13/03/2016,Afectó a la cocha y hay evidencia de árboles talados.,ramal de Capahuari.,,Lady,1. Validado parcial
-76.46188743,-2.80276778,PEH201606,FEDIQUEP,,Derrame antiguo de petróleo,,,Lote 1AB/192,,2016,13/03/2016,Hay otros impactos como árboles talados y residuos botados. Afectó a la quebrada Shanshococha. El sitio huele a petróleo.,Territorio de la comunidad Nuevo Andoas.,,Lady,1. Validado parcial
-76.46177204,-2.80287792,PEH201607,FEDIQUEP,,Derrame antiguo de petróleo,,,Lote 1AB/192,,2016,13/03/2016,"Afectó la cocha Shirunchi y la quebrada Ullpayacu. Aún hay crudo en el suelo, ocultado ahí por la empresa. El sitio no ha sido remediado y aún se puede ver el crudo en la orilla.",Territorio de la comunidad Nuevo Andoas (Batería capahuari sur).,,Lady,1. Validado parcial
-76.46185487,-2.80272694,PEH201608,FEDIQUEP,,Derrame antiguo de petróleo,,,Lote 1AB/192,,2016,13/03/2016,"Aún hay crudo en el suelo, ocultado ahí por la empresa. El sitio no ha sido remediado y aún está afectando a la cocha Pashincocha y la quebrada Anapaza.",Territorio de la comunidad Nuevo Andoas (Batería capahuari sur).,,Lady,1. Validado parcial
-76.46185278,-2.802743,PJP201601,FEDIQUEP,,Derrame nuevo de petróleo,,,Lote 1AB/192,"Pacific Stratus Energy del Perú, S.A.",2016,13/03/2016,El evento afectó a la cocha Ushpayaco y la cocha Lagarto. No hay fotos. Este área es utilizada por la comunidad Alianza Capahuari.,"Territorio de la comunidad Los Jardines, zona de caza y pesca de Loboyaco (Batería capahuari sur)",,Lady,1. Validado parcial
