lon,lat,nombre,etnia,poblacion,familias,rio
-77.11601,-4.46543,Yamakai,Aguaruna (Awajun),125.0,25.0,Río Morona
-77.99931,-4.43783,Saasa,Aguaruna (Awajun),419.0,74.0,Río Domingusa
-71.31659,-3.92516,Santa Clara del Amazonas,Ticuna,144.0,35.0,Río Amazonas
-78.53827,-4.81723,Tuyankuwas (Sijiak),Aguaruna (Awajun),1632.0,322.0,Quebrada Sijiak
-74.10271,-10.7583,Mañarini,Ashéninka,0.0,0.0,Río Chitani
-72.92251,-12.56357,Estrella de Alto Sangobatea,Machiguenga (Matsigenka),81.0,13.0,Río Sangobatea
-74.05503,-10.45871,Nuevo Pozo,Asháninka,160.0,34.0,Río Ucayali
-73.14004,-11.92359,Mayapo,Machiguenga (Matsigenka),306.0,45.0,Río Picha
-73.32113,-12.58464,Shimaa,Machiguenga (Matsigenka),0.0,0.0,Río Kumpirushiato
-74.01097,-10.7364,Anacayali,Asháninka,90.0,25.0,Río Unini
-77.5236,-4.83324,"Atahualpa y Anx Sta Rosa, Sachapapa, Napuruka, Palestina, Nvo Belén, Nvo Soledad, Nazareth, Huascar",Aguaruna (Awajun),0.0,0.0,Río Yanapaga
-78.02637,-4.68257,Urakuza,Aguaruna (Awajun),1281.0,80.0,Río Marañón
-72.87896,-11.85353,Cashiriari,Machiguenga (Matsigenka),0.0,0.0,Río Cashiriari
-74.57622,-8.07867,Flor Naciente,Shipibo-Conibo,40.0,8.0,Río Ucayali
-72.97138,-11.38002,Sensa,Piro (Yine),211.0,46.0,Río Urubamba
-77.65183,-4.47552,Bajo Pupuntas,Aguaruna (Awajun),209.0,41.0,Río Marañón
-72.9273,-11.52139,Nueva Luz,Machiguenga (Matsigenka),0.0,0.0,Río Urubamba
-73.79729,-12.43454,Monkirensi,Asháninka,588.0,147.0,Río Apurímac
-72.93443,-12.30117,Poyentimari,Machiguenga (Matsigenka),308.0,49.0,Río Poyentimari
-77.65496,-4.36233,San Juan,Aguaruna (Awajun),180.0,40.0,Río Santiago
-73.06107,-12.05105,Camana,Machiguenga (Matsigenka),392.0,70.0,Río Parotori
-73.92643,-10.65002,Ramón Castilla,Piro (Yine),236.0,51.0,Río Ucayali
-73.30101,-12.40114,Chakopishiato,Machiguenga (Matsigenka),0.0,0.0,Quebrada Kioato
-73.52832,-11.18338,Mayapo,Asháninka,0.0,0.0,Quebrada Mayapo
-78.28354,-5.28336,Sawientsa,Aguaruna (Awajun),0.0,0.0,Río Shushug
-72.62628,-12.55229,Chirumbia,Machiguenga (Matsigenka),279.0,110.0,Río Chirumbia
-78.63644,-5.22337,Bichatín Entsa,Aguaruna (Awajun),0.0,42.0,Río Bichatín Entsa
-73.94577,-10.64435,Unini,Piro (Yine),423.0,96.0,Río Unini
-73.68578,-11.0721,Sharahuaja,Asháninka,166.0,32.0,Quebrada Sharahuaja
-73.90667,-10.79316,Unini,Piro (Yine),0.0,0.0,Río Unini
-73.70594,-10.80044,Buenos Aires,Piro (Yine),137.0,27.0,Río Tambo
-74.43473,-11.26145,Poshonari-Shejaroteni,Asháninka,226.0,84.0,Río Pangoa
-74.14523,-11.37021,Centro Caparocia,Asháninka,0.0,0.0,Río Ene
-74.06826,-10.42455,Pensylvania,Asháninka,250.0,48.0,Río Ucayali
-74.23714,-11.50231,Etzoniari - Alto Crotishari,Asháninka,35.0,9.0,Río Sanibeni
-77.76113,-4.41667,Wajai,Aguaruna (Awajun),200.0,30.0,Río Marañón
-74.06527,-10.69477,Centro Selva Corintoni,Asháninka,146.0,34.0,Quebrada Capiroshongari
-77.74485,-4.50713,Santa Rosa,Aguaruna (Awajun),550.0,69.0,Río Marañón
-74.29424,-10.92595,Javiroshi,Ashéninka,348.0,78.0,Río Pauti
-76.30178,-3.63131,Loboyacu,"Quechua, Pastaza (Kichwa)",450.0,80.0,Río Pastaza
-77.768,-3.98701,Villa Gonzalo,Huambisa (Wampis),2621.0,417.0,Río Santiago
-73.3012,-11.01033,Unión Miraflores Capirona,Asháninka,316.0,44.0,Río Sepa
-73.78437,-10.80695,Unión Canuja,Asháninka,84.0,20.0,Río Tambo
-73.19494,-2.97596,Nueva Vida,Orejón (Mae Juna),130.0,23.0,Río Yanayacu
-75.75583,-2.44019,Marsella,"Quechua, No Especificado",132.0,22.0,Río Tigre
-77.64974,-4.24334,Belén,Aguaruna (Awajun),0.0,0.0,Río Santiago
-76.28109,-3.35906,Nuevo Sabaloyacu,"Quechua, Pastaza (Kichwa)",0.0,0.0,Río Pastaza
-73.85477,-12.20125,Pitirinkini,Asháninka,900.0,225.0,Río Apurimac
-74.37902,-11.16278,Gloriabamba,Asháninka,0.0,0.0,No hay datos
-76.44467,-3.36102,Alianza Cristiana,"Quechua, Pastaza (Kichwa)",0.0,0.0,Lago Anatico
-71.27052,-3.95225,Nueve de Octubre,Yagua,350.0,76.0,Río Mayoruna
-74.24619,-11.14091,Santavancori,Asháninka,63.0,11.0,Río Tambo
-73.06325,-10.94873,Bufeo Pozo,Piro (Yine),0.0,0.0,Río Urubamba
-74.46665,-11.54718,Juan Santos Atahualpa,Nomatsiguenga,54.0,11.0,Río Campirushari
-74.29931,-11.60602,San Juan de Sangareni,Nomatsiguenga,107.0,23.0,Quebrada Comaquiari
-77.33408,-3.78767,Bagazán,Huambisa (Wampis),98.0,18.0,Río Morona
-77.63763,-4.49871,Sanchum,Aguaruna (Awajun),32.0,7.0,Quebrada Pupuntas
-74.134,-10.92752,Mancoite,Ashéninka,94.0,21.0,Quebrada Chontsenquiari
-74.44002,-11.22414,Panga,Asháninka,0.0,0.0,Río Pangoa
-74.17971,-11.11256,Shimabenzo,Asháninka,173.0,34.0,Quebrada Shima
-73.67716,-11.30102,Cheni,Asháninka,435.0,73.0,Quebrada Cheni
-77.86053,-4.10895,Yutupis,Aguaruna (Awajun),0.0,0.0,Río Santiago
-74.79965,-10.47835,Tres Unidos,Asháninka,656.0,189.0,Río Nazarategui
-76.67055,-3.13809,Uwintsa y Anexo Tsuvatentsa,Achuar,186.0,33.0,Río Huasaga
-73.75392,-11.07377,Betania,Asháninka,754.0,160.0,Quebrada Samaireni
-75.09056,-4.35477,Santa Carmela,Urarina,0.0,0.0,Río Chambira
-76.73873,-2.68885,Aimentsa,Achuar,105.0,17.0,Quebrada Kusenayacu
-76.55168,-3.48673,Cocha Purahua,Achuar,170.0,33.0,Lago Cocha Purahua
-73.42033,-12.82853,Aendoshiari,Machiguenga (Matsigenka),125.0,32.0,No hay datos
-73.24385,-11.46591,Porotobango,Machiguenga (Matsigenka),64.0,23.0,Río Huitiricaya
-74.46596,-11.50103,Alto Kiatari,Nomatsiguenga,0.0,0.0,Río Kiatari
-73.37611,-11.13014,Onconashari,Asháninka,140.0,36.0,Río Sepa
-74.14694,-10.80506,Mañarini,Ashéninka,165.0,32.0,Río Chitani
-73.74817,-10.53607,Centro Apinihua,Asháninka,85.0,22.0,Río Ucayali
-75.84821,-2.91019,Pampa Hermosa,Achuar,445.0,81.0,Río Macusari
-73.9851,-10.72617,Tzivetari,Ashéninka,41.0,9.0,Río Unini
-73.84272,-12.30399,Tiñovancani,Asháninka,32.0,8.0,No hay datos
-78.69399,-4.93172,Supayaku,Aguaruna (Awajun),490.0,101.0,Río Chirinos
-73.6378,-11.14971,Mayapo,Asháninka,362.0,83.0,Quebrada Mayapo
-76.40975,-3.77224,Sungachi,"Quechua, Pastaza (Kichwa)",154.0,19.0,Río Pastaza
-73.0127,-11.26332,Miaria,Piro (Yine),644.0,173.0,Río Urubamba
-77.68224,-4.18392,Fortaleza,Aguaruna (Awajun),240.0,22.0,Río Santiago
-73.6973,-11.00719,Quemarija,Asháninka,178.0,44.0,Quebrada Quemarija
-73.5525,-11.3811,Tsoroja,Caquinte,170.0,35.0,Quebrada Tsoroja
-73.45191,-12.87857,Mazokiato,Asháninka,34.0,9.0,Río Kintiareni
-73.77542,-12.60384,Sanpantuari (San Mateo o San Martín),Asháninka,440.0,110.0,Río Quimbiri
-74.86204,-9.97167,Dinamarca,Asháninka,64.0,13.0,Río Apurucayali
-73.80714,-10.74332,Aerija,Asháninka,0.0,0.0,Río Ucayali
-73.76982,-10.86996,Impamequiari,Asháninka,612.0,165.0,Río Tambo
-74.35999,-11.68429,Mazaronquiari,Nomatsiguenga,851.0,148.0,Río Miñaro
-78.11662,-4.68655,Huaracayo,Aguaruna (Awajun),0.0,0.0,Río Marañón
-72.5056,-3.59928,San José de Topal,Yagua,120.0,23.0,Quebrada Yanayacu
-74.43447,-11.23787,Panga,Asháninka,213.0,75.0,Río Pangoa
-76.44171,-3.16551,Siwin,Achuar,382.0,48.0,Lago Siwin
-73.75021,-11.17456,San Francisco de Cushireni,Asháninka,226.0,42.0,Quebrada Cushireni
-73.86433,-10.70152,Sapani,Asháninka,215.0,42.0,Quebrada Sapani
-73.98521,-10.42717,Galilea,Asháninka,124.0,40.0,Río Ucayali
-77.92948,-3.86975,Villa Gonzalo,Huambisa (Wampis),0.0,0.0,Río Santiago
-72.79582,-9.98126,Paititi,Asháninka,80.0,15.0,Río Huacapishtea
-74.09262,-12.01363,Centro Tsomaveni,Asháninka,430.0,80.0,Río Ene
-73.90589,-12.24733,Catungo Quimpiri,Asháninka,176.0,44.0,Río Quinquivini
-74.41374,-0.97238,San Martín de Porres,Secoya,185.0,34.0,Quebrada Yubineto
-77.20099,-4.79469,Setenta Ampliación Sector A,Aguaruna (Awajun),0.0,0.0,No hay datos
-72.90257,-12.04561,Timpia,Machiguenga (Matsigenka),557.0,98.0,Río Urubamba
-78.31868,-5.34996,Alto Wawas,Aguaruna (Awajun),0.0,0.0,Río Wawas
-76.33925,-3.28759,Sabaloyacu,"Quechua, Pastaza (Kichwa)",0.0,0.0,Río Pastaza
-73.92146,-11.61701,Quiteni,Asháninka,0.0,0.0,Río Ene
-73.92095,-10.44874,Puerto Esperanza,Asháninka,0.0,0.0,Río Ucayali
-74.006,-10.35454,Tahuarapa,Ashéninka,270.0,75.0,Río Ucayali
-73.10359,-11.79579,Puerto Huallana,Machiguenga (Matsigenka),456.0,73.0,Río Picha
-74.48671,-11.40732,Chavini,Nomatsiguenga,322.0,80.0,Río Chavini
-77.97116,-4.51227,Pumpushak,Aguaruna (Awajun),151.0,28.0,Río Domingusa
-75.5526,-3.38711,San Ramón,Achuar,51.0,11.0,Cocha Lupuna
-72.92032,-11.73447,Shivankoreni,Machiguenga (Matsigenka),280.0,57.0,Río Camisea
-74.3998,-11.42175,San Antonio de Sonomoro,Nomatsiguenga,0.0,0.0,Río Sonomoro
-73.17231,-11.58877,Carpintero,Machiguenga (Matsigenka),776.0,152.0,Río Urubamba
-73.68424,-10.91013,Santa Rosita de Shirintiari,Asháninka,179.0,36.0,Quebrada Shirintiari
-75.02619,-9.91921,Puerto Porvenir,Amuesha (Yánesha),304.0,59.0,Quebrada María
-74.40517,-11.1179,San José de Quirichari,Asháninka,69.0,23.0,Río Perene
-73.54479,-11.09314,Sharahuaja,Asháninka,0.0,0.0,Quebrada Sharahuaja
-77.51743,-4.54269,"Sinchi Roca Anexos Nueva Israel, Chorros, Nueva Jerusalén y Yanayacu",Aguaruna (Awajun),1017.0,180.0,Quebrada Pifayo Yacu
-74.39049,-11.41445,Unión Alto Saniveni,Nomatsiguenga,186.0,25.0,Río Quipitoshi
-72.97608,-12.43489,Monte Carmelo,Machiguenga (Matsigenka),418.0,81.0,Río Urubamba
-74.07688,-10.36675,Chicosa,Ashéninka,750.0,130.0,Río Ucayali
-75.45242,-10.53055,Tsachopen,Amuesha (Yánesha),511.0,115.0,Río Chorobamba
-77.69701,-4.55719,Bashutak,Aguaruna (Awajun),232.0,41.0,Quebrada Pupuntas
-76.47944,-3.53785,Unión Antonieta,Achuar,94.0,18.0,Río Huasaga
-73.72983,-12.39091,Tseguntini,Asháninka,60.0,15.0,No hay datos
-77.49003,-3.57137,"Nueva Alegría Anexos Triunfo, Kusuim y Tres de Mayo",Huambisa (Wampis),405.0,72.0,Río Morona
-74.86293,-9.21781,Santa Teresa,Amuesha (Yánesha),228.0,40.0,Río Pachitea
-74.85844,-9.637,Nuevo Unidos Tahuantinsuyo,Asháninka,479.0,85.0,Río Negro
-70.10518,-4.08238,Yahuma I Zona,Ticuna,167.0,26.0,Río Amazonas
-78.75169,-4.90313,Naranjos,Aguaruna (Awajun),365.0,75.0,Río Chirinos
-74.1,-10.39007,Chicosa,Ashéninka,0.0,0.0,Río Ucayali
-74.30832,-10.83841,Tshony,Ashéninka,284.0,66.0,Río Tarisa
-78.06038,-4.66034,Yamakentza,Aguaruna (Awajun),0.0,0.0,Río Marañón
-70.85731,-9.98003,San Marcos,Sharanahua,0.0,0.0,Río Purus
-74.85828,-8.21616,Santa Clara,Shipibo-Conibo,134.0,40.0,Río Aguaytía
-75.05585,-4.3289,Santa Teresa,Urarina,0.0,0.0,Quebrada Patoyacu
-73.58757,-11.00995,Quemarija,Asháninka,0.0,0.0,Quebrada Quemarija
-74.71181,-1.30634,Estirón de Santa María,"Quechua, Napo (Kichwa)",110.0,15.0,Quebrada Santa María
-75.45722,-3.45731,Pucacuro,Achuar,231.0,48.0,Quebrada Pucacuro
-76.47063,-4.4674,Nuevo Mambuyacu,Candoshi (Kandozi),138.0,24.0,Río Ungurahui
-77.76188,-3.74886,Alianza Progreso,Huambisa (Wampis),1659.0,267.0,Río Santiago
-78.09899,-4.6761,Huaracayo,Aguaruna (Awajun),249.0,49.0,Río Marañón
-72.83295,-11.94258,Ticumpinia,Machiguenga (Matsigenka),0.0,0.0,Río Urubamba
-74.11242,-10.86263,Shaani,Ashéninka,129.0,28.0,Quebrada Shaani
-77.96222,-4.63269,Chingamar,Aguaruna (Awajun),350.0,80.0,Río Marañón
-74.18351,-10.8413,Materiato,Ashéninka,230.0,56.0,Río Chitane
-73.27269,-11.41685,Porotobango,Machiguenga (Matsigenka),0.0,0.0,Río Huitiricaya
-74.05116,-10.60556,Shenontiari,Asháninka,148.0,26.0,Quebrada Potoshari
-72.78364,-12.00759,Chirumbia,Machiguenga (Matsigenka),0.0,0.0,Río Chirumbia
-77.75014,-4.46752,Adsacusa,Aguaruna (Awajun),391.0,75.0,Río Marañón
-73.66642,-11.12013,Capitiri,Asháninka,220.0,39.0,Quebrada Capitiri
-73.53498,-10.64659,Centro Pucaní,Asháninka,260.0,63.0,Río Urubamba
-76.35927,-3.17514,Naranjal,Achuar,0.0,0.0,Río Pastaza
-73.00938,-12.26699,Poyentimari,Machiguenga (Matsigenka),0.0,0.0,Río Poyentimari
-73.1069,-11.338,Miaria,Piro (Yine),0.0,0.0,Río Urubamba
-72.99455,-11.73095,Camisea,Machiguenga (Matsigenka),277.0,45.0,Río Urubamba
-73.66021,-12.48404,Timpiñari,Asháninka,60.0,15.0,No hay datos
-74.47056,-8.01945,Chachibai,Shipibo-Conibo,29.0,9.0,Quebrada Shugal
-78.34685,-4.96799,Uut,Aguaruna (Awajun),700.0,127.0,Río Marañón
-77.85216,-4.47709,Kashap,Aguaruna (Awajun),113.0,27.0,Río Marañon
-77.7762,-4.04848,Yutupis,Aguaruna (Awajun),1718.0,468.0,Río Santiago
-74.4733,-11.36203,Santa Clara,Asháninka,122.0,30.0,Río Sonomoro
-74.59468,-8.02609,Patria Nueva de Mediación Callería,Shipibo-Conibo,620.0,80.0,Río Callería
-77.23541,-3.91427,Tipishca,Huambisa (Wampis),260.0,44.0,Quebrada Sicuanga
-74.31541,-11.25516,Alto Saureni,Asháninka,167.0,22.0,Río Shankireni
-77.84283,-3.71181,Alianza Progreso,Huambisa (Wampis),0.0,0.0,Río Santiago
-74.00389,-10.53763,Boca Cocani,Asháninka,217.0,53.0,Río Ucayali
-76.31595,-3.43566,Soplín,"Quechua, Pastaza (Kichwa)",220.0,40.0,Río Pastaza
-73.07997,-11.52932,Nueva Vida,Machiguenga (Matsigenka),125.0,24.0,Río Urubamba
-73.20052,-12.73835,Inkaare,Machiguenga (Matsigenka),58.0,12.0,Río Postakiato
-74.9743,-9.90702,Yarina,Amuesha (Yánesha),554.0,130.0,Río Palcazu
-73.68048,-11.37386,Cheni,Asháninka,0.0,0.0,Quebrada Cheni
-73.60034,-10.75446,Huao,Piro (Yine),520.0,88.0,Río Urubamba
-76.77415,-2.99541,Tsekuntsa,Achuar,260.0,35.0,Río Huasaga
-73.8545,-10.52574,Apinihua,Asháninka,272.0,52.0,Río Apinihua
-72.7664,-12.3683,Matoriato,Machiguenga (Matsigenka),291.0,66.0,Río Yavero
-74.41867,-11.53646,Boca del Kiatari,Nomatsiguenga,522.0,86.0,Río Sonomoro
-73.91708,-10.36613,Sheyamashya,Ashéninka,208.0,48.0,Quebrada Puntijao
-75.52691,-8.83436,Mariscal Cáceres,Cacataibo,2850.0,360.0,Río Aguaytía
-73.56117,-11.14375,Yanacita,Asháninka,61.0,12.0,Río Capitiri
-74.21307,-11.61544,Mapotoa,Nomatsiguenga,0.0,0.0,No hay datos
-72.98865,-11.92758,Ticumpinia,Machiguenga (Matsigenka),310.0,55.0,Río Urubamba
-77.98134,-3.67706,Muwaim,Huambisa (Wampis),176.0,33.0,Quebrada Muwain
-73.99867,-10.66698,Centro Selva Tzipani,Asháninka,114.0,22.0,Río Quipachari
-73.98256,-11.22448,Otica,Asháninka,301.0,59.0,Quebrada Ongonene
-76.54411,-3.80113,Kushilla Anexo Santa María,Candoshi (Kandozi),337.0,80.0,Río Manchari
-76.79691,-3.87093,Puerto Pijuayal,Candoshi (Kandozi),404.0,82.0,Río Huitoyacu
-77.44689,-3.03145,Panintza,Achuar,0.0,0.0,Quebrada Situlli
-74.97933,-10.88991,Kivinaki,Asháninka,385.0,62.0,Río Kivinaki
-74.99879,-10.00133,Cahuapanas,Asháninka,1284.0,237.0,Río Pichis
-77.83387,-4.07282,Nueva Jerusalén,Aguaruna (Awajun),0.0,0.0,Río Yutupis
-77.96553,-3.36735,Candungos,Huambisa (Wampis),0.0,0.0,Río Santiago
-78.25857,-5.08973,Sawientsa Bichanak,Aguaruna (Awajun),195.0,50.0,Quebrada Numpatkaim
-74.13679,-11.58912,Saniveni,Asháninka,25.0,8.0,Río Saniveni
-73.85022,-10.67905,Sapani,Asháninka,0.0,0.0,Quebrada Sapani
-77.93155,-4.51628,Kuith,Aguaruna (Awajun),528.0,113.0,Río Domingusa
-74.19383,-11.23288,Samaniato,Asháninka,142.0,33.0,Río Ene
-73.73737,-11.12811,Vista Alegre,Asháninka,195.0,40.0,Quebrada Materiato
-74.05691,-11.52387,Meteni,Asháninka,249.0,48.0,Río Ene
-77.43581,-3.56708,Sanchez Cerro,Huambisa (Wampis),66.0,10.0,Río Morona
-73.95915,-11.69212,Quiteni,Asháninka,239.0,41.0,Río Ene
-76.44917,-3.26621,Siwin,Achuar,0.0,0.0,Lago Siwin
-76.3126,-2.88353,Capahuariyacu,"Quechua, Pastaza (Kichwa)",0.0,0.0,Quebrada Capahuari
-76.56514,-3.43691,Puerto Galileo Independencia Perú,Achuar,0.0,0.0,Río Huasaga
-76.44375,-3.42682,Alianza Cristiana,"Quechua, Pastaza (Kichwa)",648.0,108.0,Lago Anatico
-70.92929,-9.87424,Miguel Grau,Cashinahua,68.0,14.0,Río Curanja
-72.67068,-12.4352,Yoquiri,Machiguenga (Matsigenka),66.0,121.0,Río Yoquiri
-76.45785,-3.61932,Bolognesi,"Quechua, Pastaza (Kichwa)",156.0,33.0,Río Huasaga
-76.58524,-3.39019,Rubina,Achuar,0.0,0.0,Río Huasaga
-75.03828,-4.61276,Nuevo Perú,Urarina,109.0,25.0,Quebrada Asna Caño
-74.94172,-11.01071,Alto Cuyani,Asháninka,240.0,52.0,Río Cuyani
-74.2666,-11.28799,Unión Puerto Ashaninka,Asháninka,445.0,90.0,Río Ene
-74.24884,-10.85,Chochoquiari,Asháninka,158.0,33.0,Quebrada Totzerari
-78.31265,-5.15522,Nazareth,Aguaruna (Awajun),1098.0,262.0,Río Marañón
-73.04136,-11.12777,Sepahua,Piro (Yine),5000.0,800.0,Río Sepahua / Río Urubamba
-73.98181,-12.05711,Quempiri,Asháninka,994.0,172.0,Río Ene
-77.87681,-3.32405,Candungos,Huambisa (Wampis),1050.0,151.0,Río Santiago
-74.22143,-10.93104,Pavote,Ashéninka,253.0,68.0,Río Pauti
-72.8032,-11.84895,Cashiriari,Machiguenga (Matsigenka),154.0,39.0,Río Cashiriari
-73.10096,-11.03566,Puija,Piro (Yine),1020.0,150.0,Río Urubamba
-72.8248,-12.64391,San José de Koribeni,Machiguenga (Matsigenka),665.0,133.0,Río Urubamba
-75.60013,-8.83217,Mariscal Cáceres,Cacataibo,0.0,0.0,Río Aguaytía
-73.13592,-11.28056,Puerto Rico,Asháninka,208.0,47.0,Río Miaria
-73.50717,-11.31196,Poyeni,Asháninka,0.0,0.0,Río Qda.Poyeni
-78.32112,-5.01399,Bukuig,Aguaruna (Awajun),183.0,44.0,Río Marañón
-73.51433,-10.75783,Santa Elena,Asháninka,125.0,30.0,Río Urubamba
-77.17722,-3.94802,Shoroyacocha -  P. Pijuayal,Shapra (Chapara),838.0,140.0,Río Morona
-73.65953,-11.22008,Poyeni,Asháninka,1192.0,264.0,Río Qda.Poyeni
-74.43205,-11.39024,San Jeronimo,Nomatsiguenga,493.0,94.0,Río Sonomoro
-77.52317,-4.34025,Wee,Aguaruna (Awajun),0.0,0.0,Quebrada Agua Azul
-76.41329,-3.51952,Achuar Anatico,Achuar,0.0,0.0,Lago Anatico
-73.69995,-12.45739,Marontoari,Asháninka,192.0,48.0,No hay datos
-76.74338,-2.9941,Kasurtsa,Achuar,132.0,18.0,No hay datos
-76.44379,-3.02251,Huagramona,Achuar,527.0,84.0,Río Pastaza
-74.00971,-12.16777,Quimaropitari,Asháninka,147.0,29.0,Río Ene
-74.56022,-7.98773,Patria Nueva de Mediación Callería,Shipibo-Conibo,0.0,0.0,Río Callería
-72.75454,-12.04974,Timpia,Machiguenga (Matsigenka),0.0,0.0,Río Urubamba
-74.9452,-9.1846,Cleyton,Amuesha (Yánesha),236.0,34.0,Río Pachitea
-71.24362,-3.90901,Sargento Lores de Camote Isla,Yagua,250.0,47.0,Río Amazonas
-74.37547,-11.57851,Jerusalén de Miñaro,Nomatsiguenga,391.0,72.0,Río Señoria
-73.87048,-11.97388,Camantavishi,Asháninka,325.0,71.0,Río Cutivireni
-74.85037,-10.36565,Parceleros Nevati,Asháninka,115.0,17.0,Río Neguache
-77.40324,-4.44034,Shimpi,Aguaruna (Awajun),65.0,13.0,Río Marañón
-76.53922,-3.37105,Rubina,Achuar,497.0,69.0,Río Huasaga
-74.22718,-10.83329,Materiato,Ashéninka,0.0,0.0,Río Chitane
-76.36441,-3.04556,Pañayacu,"Quechua, Pastaza (Kichwa)",180.0,18.0,Río Pastaza
-74.07134,-11.20395,Coriteni Tarso,Asháninka,120.0,32.0,Quebrada Piotene
-77.62741,-4.4463,Tsamajaín,Aguaruna (Awajun),132.0,22.0,Río Marañón
-76.70423,-3.14889,Capahuari del Huasaga,Achuar,0.0,0.0,No hay datos
-73.66501,-10.97367,San Gabriel de Shevoriato,Asháninka,150.0,27.0,Quebrada Shevoriato
-72.97706,-11.47866,Nueva Luz,Machiguenga (Matsigenka),561.0,86.0,Río Urubamba
-78.20471,-4.63149,Mamayaque,Aguaruna (Awajun),350.0,65.0,Río Cenepa
-77.18191,-5.80523,Huascayacu,Aguaruna (Awajun),475.0,137.0,Río Huascayacu
-73.61798,-10.94143,Santa Rosita de Shirintiari,Asháninka,0.0,0.0,Quebrada Shirintiari
-73.28962,-12.80516,Tivoriari,Machiguenga (Matsigenka),111.0,20.0,Río Poyentimari
-74.05536,-11.24522,Coriteni Tarso,Asháninka,0.0,0.0,Quebrada Piotene
-74.30282,-9.84552,Alto Aruya,Asháninka,0.0,0.0,Quebrada Aruya
-77.3895,-3.80225,Numpatkaim,Huambisa (Wampis),195.0,44.0,Río Huachiaco Grande
-73.79242,-10.71701,Aerija,Asháninka,238.0,39.0,Río Ucayali
-77.79892,-4.60046,Pajacusa,Aguaruna (Awajun),160.0,33.0,Río Marañón
-74.13512,-11.48272,Potsoteni,Asháninka,230.0,52.0,Río Ene
-74.25862,-10.83485,Chochoquiari,Asháninka,0.0,0.0,Quebrada Totzerari
-77.36568,-4.81023,"Atahualpa y Anx Sta Rosa, Sachapapa, Napuruka, Palestina, Nvo Belén, Nvo Soledad, Nazareth, Huascar",Aguaruna (Awajun),2663.0,466.0,Río Yanapaga
-74.59233,-8.05862,Flor Naciente,Shipibo-Conibo,0.0,0.0,Río Ucayali
-74.71623,-9.04589,El Naranjal,Asháninka,390.0,88.0,Quebrada Yamiria
-74.16975,-11.30239,Centro Caparocia,Asháninka,331.0,75.0,Río Ene
-77.46404,-3.23562,Brasilia,Achuar,0.0,0.0,Quebrada Mashumar
-73.1078,-11.40054,Sensa,Piro (Yine),0.0,0.0,Río Urubamba
-73.66939,-8.1069,San Mateo,Ashéninka,54.0,10.0,Río Abujao
-73.83009,-11.29893,Oviri,Asháninka,257.0,53.0,Quebrada Oviri
-73.15749,-10.98122,Nueva Unión,Piro (Yine),370.0,48.0,Río Urubamba
-74.47347,-11.0109,Chamiriari,Asháninka,325.0,77.0,Río Perene
-74.53963,-9.36254,Sharara,Shipibo-Conibo,0.0,0.0,Río Ucayali
-76.48437,-3.40218,Puerto Galileo Independencia Perú,Achuar,120.0,19.0,Río Huasaga
-76.54981,-4.08844,"Hortencia Cocha y Anexos San Fernando, Chimara, Nuevo Progreso y Nuevo Ucayali",Candoshi (Kandozi),638.0,110.0,Río Huitoyacu
-77.93787,-4.66623,Chingamar,Aguaruna (Awajun),0.0,0.0,Río Marañón
-73.8914,-11.84708,Cutivireni,Asháninka,956.0,223.0,Río Ene
-76.45117,-2.88933,Andoas Viejo,"Quechua, Pastaza (Kichwa)",670.0,150.0,Río Pastaza
-74.77427,-10.43451,Valle Carhuaz,Asháninka,46.0,8.0,Río Machuriani
-75.29273,-9.31109,Puerto Nuevo,Cacataibo,0.0,0.0,Río San Alejandro
-74.39602,-11.31185,Tsiriari,Nomatsiguenga,447.0,76.0,Río Pangoa
-73.77851,-11.31186,Anapate,Asháninka,243.0,61.0,Quebrada Anapate
-78.17115,-5.35197,Kagka,Aguaruna (Awajun),0.0,0.0,Río Chiriaco
-74.34216,-10.65046,Tziaventeni,Ashéninka,186.0,38.0,Quebrada Oqueshi
-73.75768,-10.63434,Tahuanty,Asháninka,240.0,56.0,Quebrada Chicosillo
-78.43953,-5.01053,Kunchín,Aguaruna (Awajun),1004.0,214.0,Río Shimutas
-78.29904,-4.97126,Uut,Aguaruna (Awajun),0.0,0.0,Río Marañón
-77.33988,-4.21657,Mayuriaga,Huambisa (Wampis),350.0,35.0,Quebrada Mayuriaga
-78.68646,-4.81879,Supayaku,Aguaruna (Awajun),0.0,0.0,Río Chirinos
-75.12027,-10.68829,Unión de La Selva Cacazu,Amuesha (Yánesha),173.0,34.0,Río Cacazu
-73.42296,-11.60059,Taini,Caquinte,100.0,15.0,Río Ayeni
-72.8066,-11.80053,Segakiato,Machiguenga (Matsigenka),312.0,66.0,Río Camisea
-73.09776,-12.38609,Monte Carmelo,Machiguenga (Matsigenka),0.0,0.0,Río Urubamba
-74.48257,-11.45057,San Ramón de Pangoa,Nomatsiguenga,1207.0,198.0,Río San Ramon
-73.27195,-12.64543,Shimaa,Machiguenga (Matsigenka),612.0,147.0,Río Kumpirushiato
-77.76648,-4.19027,Kayamas,Aguaruna (Awajun),64.0,15.0,Río Potoche
-73.97951,-9.9923,Santa Clara,Shipibo-Conibo,120.0,20.0,Río Ucayali (Antiguo)
-73.13725,-11.04287,Puija,Piro (Yine),0.0,0.0,Río Urubamba
-74.03481,-10.55014,Cocani,Ashéninka,118.0,28.0,Quebrada Cocani
